id,name,species,type1,type2,abilities,hp,defense,spDefense,attack,spAttack,speed,statTotal,eggCycle,catchRate,height,weight,mRatio,fRatio,generation,eggGroup1,eggGroup2,legendary,colour,evolutionLine
741,Oricorio,Dancing Pokémon,fire,flying,['Dancer'],75,70,70,70,98,93,476,5120,45,0.6,3.4,50,50,7,Flying,,FALSE,red,381
742,Cutiefly,Bee Fly Pokémon,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",40,40,40,45,55,84,304,5120,190,0.1,0.2,50,50,7,Bug,Fairy,FALSE,yellow,382
743,Ribombee,Bee Fly Pokémon,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",60,60,70,55,95,124,464,5120,75,0.2,0.5,25,75,7,Bug,Fairy,FALSE,yellow,382
744,Rockruff,Puppy Pokémon,rock,,"['Keen Eye', 'Vital Spirit', 'Steadfast']",45,40,40,65,30,60,280,3840,190,0.5,9.2,50,50,7,Field,,FALSE,brown,383
745,Lycanroc,Wolf Pokémon,rock,,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",85,75,75,115,55,82,487,3840,90,0.8,25,50,50,7,Field,,FALSE,brown,383
746,Wishiwashi,Small Fry Pokémon,water,,['Schooling'],45,130,135,140,140,30,620,3840,60,0.2,0.3,50,50,7,Water 2,,FALSE,blue,384
747,Mareanie,Brutal Star Pokémon,poison,water,"['Merciless', 'Limber', 'Regenerator']",50,62,52,53,43,45,305,5120,190,0.4,8,50,50,7,Water 1,,FALSE,blue,385
748,Toxapex,Brutal Star Pokémon,poison,water,"['Merciless', 'Limber', 'Regenerator']",50,152,142,63,53,35,495,5120,75,0.7,14.5,50,50,7,Water 1,,FALSE,blue,385
749,Mudbray,Donkey Pokémon,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",70,70,55,100,45,45,385,5120,190,1,110,50,50,7,Field,,FALSE,brown,386
750,Mudsdale,Draft Horse Pokémon,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",100,100,85,125,55,35,500,5120,60,2.5,920,50,50,7,Field,,FALSE,brown,386
751,Dewpider,Water Bubble Pokémon,water,bug,"['Water Bubble', 'Water Absorb']",38,52,72,40,40,27,269,3840,200,0.3,4,50,50,7,Water 1,Bug,FALSE,green,387
752,Araquanid,Water Bubble Pokémon,water,bug,"['Water Bubble', 'Water Absorb']",68,92,132,70,50,42,454,3840,100,1.8,82,50,50,7,Water 1,Bug,FALSE,green,387
753,Fomantis,Sickle Grass Pokémon,grass,,"['Leaf Guard', 'Contrary']",40,35,35,55,50,35,250,5120,190,0.3,1.5,50,50,7,Grass,,FALSE,pink,388
754,Lurantis,Bloom Sickle Pokémon,grass,,"['Leaf Guard', 'Contrary']",70,90,90,105,80,45,480,5120,75,0.9,18.5,50,50,7,Grass,,FALSE,pink,388
755,Morelull,Illuminating Pokémon,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",40,55,75,35,65,15,285,5120,190,0.2,1.5,50,50,7,Grass,,FALSE,purple,389
756,Shiinotic,Illuminating Pokémon,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",60,80,100,45,90,30,405,5120,75,1,11.5,50,50,7,Grass,,FALSE,purple,389
757,Salandit,Toxic Lizard Pokémon,poison,fire,"['Corrosion', 'Oblivious']",48,40,40,44,71,77,320,5120,120,0.6,4.8,50,50,7,Monster,Dragon,FALSE,black,390
758,Salazzle,Toxic Lizard Pokémon,poison,fire,"['Corrosion', 'Oblivious']",68,60,60,64,111,117,480,5120,45,1.2,22.2,50,50,7,Monster,Dragon,FALSE,black,390
759,Stufful,Flailing Pokémon,normal,fighting,"['Fluffy', 'Klutz', 'Cute Charm']",70,50,50,75,45,50,340,3840,140,0.5,6.8,87.5,12.5,7,Field,,FALSE,pink,391
760,Bewear,Strong Arm Pokémon,normal,fighting,"['Fluffy', 'Klutz', 'Unnerve']",120,80,60,125,55,60,500,3840,70,2.1,135,0,100,7,Field,,FALSE,pink,391
761,Bounsweet,Fruit Pokémon,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",42,38,38,30,30,32,210,5120,235,0.3,3.2,50,50,7,Grass,,FALSE,purple,392
762,Steenee,Fruit Pokémon,grass,,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",52,48,48,40,40,62,290,5120,120,0.7,8.2,50,50,7,Grass,,FALSE,purple,392
763,Tsareena,Fruit Pokémon,grass,,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",72,98,98,120,50,72,510,5120,45,1.2,21.4,0,100,7,Grass,,FALSE,purple,392
764,Comfey,Posy Picker Pokémon,fairy,,"['Flower Veil', 'Triage', 'Natural Cure']",51,90,110,52,82,100,485,5120,60,0.1,0.3,0,100,7,Grass,,FALSE,green,393
765,Oranguru,Sage Pokémon,normal,psychic,"['Inner Focus', 'Telepathy', 'Symbiosis']",90,80,110,60,90,60,490,5120,45,1.5,76,0,100,7,Field,,FALSE,white,394
766,Passimian,Teamwork Pokémon,fighting,,"['Receiver', 'Defiant']",100,90,60,120,40,80,490,5120,45,2,82.8,25,75,7,Field,,FALSE,white,395
767,Wimpod,Turn Tail Pokémon,bug,water,['Wimp Out'],25,40,30,35,20,80,230,5120,90,0.5,12,50,50,7,Bug,Water 3,FALSE,gray,396
768,Golisopod,Hard Scale Pokémon,bug,water,['Emergency Exit'],75,140,90,125,60,40,530,5120,45,2,108,50,50,7,Bug,Water 3,FALSE,gray,396
769,Sandygast,Sand Heap Pokémon,ghost,ground,"['Water Compaction', 'Sand Veil']",55,80,45,55,70,15,320,3840,140,0.5,70,50,50,7,Amorphous,,FALSE,brown,397
770,Palossand,Sand Castle Pokémon,ghost,ground,"['Water Compaction', 'Sand Veil']",85,110,75,75,100,35,480,3840,60,1.3,250,50,50,7,Amorphous,,FALSE,brown,397
771,Pyukumuku,Sea Cucumber Pokémon,water,,"['Innards Out', 'Unaware']",55,130,130,60,30,5,410,3840,60,0.3,1.2,50,50,7,Water 1,,FALSE,black,398
772,Type: Null,Synthetic Pokémon,normal,,['Battle Armor'],95,95,95,95,95,59,534,30720,3,1.9,120.5,50,50,7,Undiscovered,,FALSE,gray,399
773,Silvally,Synthetic Pokémon,normal,,['RKS System'],95,95,95,95,95,95,570,30720,3,2.3,100.5,50,50,7,Undiscovered,,FALSE,gray,399
774,Minior,Meteor Pokémon,rock,flying,['Shields Down'],60,60,60,100,100,120,500,6400,30,0.3,40,0,0,7,Mineral,,FALSE,brown,400
775,Komala,Drowsing Pokémon,normal,,['Comatose'],65,65,95,115,75,65,480,5120,45,0.4,19.9,0,0,7,Field,,FALSE,blue,401
776,Turtonator,Blast Turtle Pokémon,fire,dragon,['Shell Armor'],60,135,85,78,91,36,485,5120,70,2,212,0,0,7,Monster,Dragon,FALSE,red,402
777,Togedemaru,Roly-Poly Pokémon,electric,steel,"['Iron Barbs', 'Lightningrod', 'Sturdy']",65,63,73,98,40,96,435,2560,180,0.3,3.3,50,50,7,Field,Fairy,FALSE,gray,403
778,Mimikyu,Disguise Pokémon,ghost,fairy,['Disguise'],55,80,105,90,50,96,476,5120,45,0.2,0.7,50,50,7,Amorphous,,FALSE,yellow,404
779,Bruxish,Gnash Teeth Pokémon,water,psychic,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",68,70,70,105,70,92,475,3840,80,0.9,19,50,50,7,Water 2,,FALSE,pink,405
780,Drampa,Placid Pokémon,normal,dragon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",78,85,91,60,135,36,485,5120,70,3,185,50,50,7,Monster,Dragon,FALSE,white,406
781,Dhelmise,Sea Creeper Pokémon,ghost,grass,['Steelworker'],70,100,90,131,86,40,517,6400,25,3.9,210,50,50,7,Mineral,,FALSE,green,407
782,Jangmo-o,Scaly Pokémon,dragon,,"['Bulletproof', 'Soundproof', 'Overcoat']",45,65,45,55,45,45,300,10240,45,0.6,29.7,50,50,7,Dragon,,FALSE,gray,408
783,Hakamo-o,Scaly Pokémon,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",55,90,70,75,65,65,420,10240,45,1.2,47,0,0,7,Dragon,,FALSE,gray,408
784,Kommo-o,Scaly Pokémon,dragon,fighting,"['Bulletproof', 'Soundproof', 'Overcoat']",75,125,105,110,100,85,600,10240,45,1.6,78.2,50,50,7,Dragon,,FALSE,gray,408
785,Tapu Koko,Land Spirit Pokémon,electric,fairy,"['Electric Surge', 'Telepathy']",70,85,75,115,95,130,570,3840,3,1.8,20.5,50,50,7,Undiscovered,,TRUE,yellow,409
786,Tapu Lele,Land Spirit Pokémon,psychic,fairy,"['Psychic Surge', 'Telepathy']",70,75,115,85,130,95,570,3840,3,1.2,18.6,50,50,7,Undiscovered,,TRUE,pink,410
787,Tapu Bulu,Land Spirit Pokémon,grass,fairy,"['Grassy Surge', 'Telepathy']",70,115,95,130,85,75,570,3840,3,1.9,45.5,0,0,7,Undiscovered,,TRUE,red,411
788,Tapu Fini,Land Spirit Pokémon,water,fairy,"['Misty Surge', 'Telepathy']",70,115,130,75,95,85,570,3840,3,1.3,21.2,0,0,7,Undiscovered,,TRUE,purple,412
789,Cosmog,Nebula Pokémon,psychic,,['Unaware'],43,31,31,29,29,37,200,30720,45,0.2,0.1,0,0,7,Undiscovered,,TRUE,blue,413
790,Cosmoem,Protostar Pokémon,psychic,,['Sturdy'],43,131,131,29,29,37,400,30720,45,0.1,999.9,0,0,7,Undiscovered,,TRUE,blue,413
791,Solgaleo,Sunne Pokémon,psychic,steel,['Full Metal Body'],137,107,89,137,113,97,680,30720,45,3.4,230,0,0,7,Undiscovered,,TRUE,white,413
792,Lunala,Moone Pokémon,psychic,ghost,['Shadow Shield'],137,89,107,113,137,97,680,30720,45,4,120,0,0,7,Undiscovered,,TRUE,purple,413
793,Nihilego,Parasite Pokémon,rock,poison,['Beast Boost'],109,47,131,53,127,103,570,30720,45,1.2,55.5,0,0,7,Undiscovered,,TRUE,white,414
794,Buzzwole,Swollen Pokémon,bug,fighting,['Beast Boost'],107,139,53,139,53,79,570,30720,25,2.4,333.6,0,0,7,Undiscovered,,TRUE,red,415
795,Pheromosa,Lissome Pokémon,bug,fighting,['Beast Boost'],71,37,37,137,137,151,570,30720,255,1.8,25,0,0,7,Undiscovered,,TRUE,white,416
796,Xurkitree,Glowing Pokémon,electric,,['Beast Boost'],83,71,71,89,173,83,570,30720,30,3.8,100,0,0,7,Undiscovered,,TRUE,black,417
797,Celesteela,Launch Pokémon,steel,flying,['Beast Boost'],97,103,101,101,107,61,570,30720,25,9.2,999.9,0,0,7,Undiscovered,,TRUE,green,418
798,Kartana,Drawn Sword Pokémon,grass,steel,['Beast Boost'],59,131,31,181,59,109,570,30720,255,0.3,0.1,0,0,7,Undiscovered,,TRUE,white,419
799,Guzzlord,Junkivore Pokémon,dark,dragon,['Beast Boost'],223,53,53,101,97,43,570,30720,15,5.5,888,0,0,7,Undiscovered,,TRUE,black,420
800,Necrozma,Prism Pokémon,psychic,,['Prism Armor'],97,101,89,107,127,79,600,30720,3,2.4,230,0,0,7,Undiscovered,,TRUE,black,421
801,Magearna,Artificial Pokémon,steel,fairy,['Soul-Heart'],80,115,115,95,130,65,600,30720,3,1,80.5,0,0,7,Undiscovered,,TRUE,gray,422
802,Marshadow,Gloomdweller Pokémon,Fighting,Ghost,['Technician'],90,80,90,125,90,125,600,30720,3,0.7,22.2,0,0,7,Undiscovered,,TRUE,gray,423
803,Poipole,Poison Pin Pokémon,Poison,,['Beast Boost'],67,67,67,73,73,73,420,30720,45,0.6,1.8,0,0,7,Undiscovered,,TRUE,purple,424
804,Naganadel,Poison Pin Pokémon,Poison,Dragon,['Beast Boost'],73,73,73,73,127,121,540,30720,45,3.6,150,0,0,7,Undiscovered,,TRUE,purple,424
805,Stakataka,Rampart Pokémon,Rock,Steel,['Beast Boost'],61,211,101,131,53,13,570,30720,30,5.5,820,0,0,7,Undiscovered,,TRUE,gray,425
806,Blacephalon,Fireworks Pokémon,Fire,Ghost,['Beast Boost'],53,53,79,127,151,107,570,30720,30,1.8,13,0,0,7,Undiscovered,,TRUE,white,426
807,Zeraora,Thunderclap Pokémon,Electric,,['Volt Absorb'],88,75,80,112,102,143,600,30720,3,1.5,44.5,0,0,7,Undiscovered,,TRUE,yellow,427
